PK,Product,Quantity,yymm
2379,B801,0,202102
2380,B802,0,202102
2381,B806,74,202102
2382,B807,0,202102
2383,B808,0,202102
2384,B809,126,202102
2385,B810,151,202102
2386,B811,0,202102
2387,B812,49,202102
2388,B813,78,202102
2389,B814,497,202102
2390,B815,441,202102
2391,B816,0,202102
2392,B817,0,202102
2393,B818,0,202102
2394,B819,0,202102
2395,B820,0,202102
2396,B821,0,202102
2397,B822,0,202102
2398,B823,0,202102
2399,B824,0,202102
2400,B825,278,202102
2401,B826,0,202102
2402,B827,0,202102
2403,B828,0,202102
2404,B829,0,202102
2405,B830,0,202102
2406,B831,0,202102
2407,B832,0,202102
2408,B833,0,202102
2409,B834,0,202102
2410,B835,333,202102
2411,B836,90,202102
2412,B837,0,202102
2413,B838,0,202102
2414,B844,0,202102
2415,B845,0,202102
2416,B846,0,202102
2417,B849,35,202102
2418,B850,0,202102
2419,B851,0,202102
2420,B918,136,202102
2421,B919,338,202102
2422,B920,291,202102
2423,B924,60,202102
2424,B925,190,202102
2425,B928,190,202102
2426,B930,0,202102
2427,B931,0,202102
2428,B933,0,202102
2429,B934,0,202102
2430,B935,0,202102
2431,B936,0,202102
2432,B937,0,202102
2433,B938,0,202102
2434,B939,0,202102
2435,B940,0,202102
2436,B941,0,202102
2437,B942,0,202102
2438,B943,0,202102
2439,B944,0,202102
2440,B945,0,202102
2441,B946,175,202102
2442,B950,0,202102
2443,B952,0,202102
2444,B953,0,202102
2445,B954,181,202102
2446,B956,0,202102
2447,B957,0,202102
2448,B960,173,202102
2449,B961,0,202102
2450,B962,0,202102
2451,B963,168,202102
2452,B964,103,202102
2453,B965,165,202102
2454,B966,65,202102
2455,B967,56,202102
2456,B968,0,202102
2457,B969,0,202102
2458,B970,0,202102
2459,B971,0,202102
2460,B972,0,202102
2461,B973,0,202102
2462,B974,0,202102
2463,B975,0,202102
2464,B976,0,202102
2465,B977,0,202102
2466,B979,0,202102
2467,B980,0,202102
2468,B981,0,202102
2469,B982,0,202102
2470,B983,538,202102
2471,B984,0,202102
2472,B985,0,202102
2473,B986,0,202102
2474,B987,311,202102
2475,B988,340,202102
2476,B989,387,202102
2477,B990,389,202102
2478,B992,0,202102
2479,B993,451,202102
2480,B994,242,202102
2481,B995,0,202102
2482,B996,0,202102
2483,B997,0,202102
2484,B998,0,202102
2485,B999,0,202102
2486,B1000,148,202102
2487,B1002,0,202102
2488,B1003,0,202102
2489,B1004,0,202102
2490,B1005,265,202102
2491,B1006,0,202102
2492,B1007,268,202102
2493,B1008,74,202102
2494,B1009,0,202102
2495,B1010,0,202102
2496,B1011,0,202102
2497,B1012,469,202102
2498,B1013,0,202102
2499,B1014,1996,202102
2500,B1015,0,202102
2501,B1016,0,202102
2502,B1017,0,202102
2503,B1018,1023,202102
2504,B1019,0,202102
2505,B1020,0,202102
2506,B1021,0,202102
2507,B1022,0,202102
2508,B1023,0,202102
2509,B1024,0,202102
2510,B1025,0,202102
2511,B1026,0,202102
2512,B1027,0,202102
2513,B1028,0,202102
2514,B1029,0,202102
2515,B1030,0,202102
2516,B1031,0,202102
2517,B1032,0,202102
2518,B1033,2099,202102
2519,B1034,0,202102
2520,B1035,0,202102
2521,B1036,0,202102
2522,B1037,0,202102
2523,B1038,0,202102
2524,B1039,0,202102
2525,B1040,0,202102
2526,B1041,0,202102
2527,B1042,0,202102
2528,B1043,0,202102
2529,B1044,0,202102
2530,B1045,0,202102
2531,B1046,0,202102
2532,B1047,0,202102
2533,B1048,0,202102
2534,B1049,0,202102
2535,B1050,0,202102
2536,B1051,0,202102
2537,B1052,0,202102
2538,B1053,0,202102
2539,B1054,0,202102
2540,B1055,0,202102
2541,B1056,0,202102
2542,B3,0,202103
2543,B4,0,202103
2544,B5,0,202103
2545,B6,0,202103
2546,B7,0,202103
2547,B8,0,202103
2548,B9,0,202103
2549,B10,0,202103
2550,B11,0,202103
2551,B12,0,202103
2552,B13,0,202103
2553,B14,0,202103
2554,B15,0,202103
2555,B16,0,202103
2556,B17,0,202103
2557,B18,0,202103
2558,B19,0,202103
2559,B20,0,202103
2560,B25,0,202103
2561,B27,0,202103
2562,B30,0,202103
2563,B54,52,202103
2564,B60,84,202103
2565,B63,588,202103
2566,B64,65,202103
2567,B65,63,202103
2568,B66,15,202103
2569,B67,0,202103
2570,B69,33,202103
2571,B70,119,202103
2572,B71,6,202103
2573,B72,11,202103
2574,B73,406,202103
2575,B74,0,202103
2576,B75,55,202103
2577,B76,0,202103
2578,B77,129,202103
2579,B78,0,202103
2580,B81,0,202103
2581,B83,1,202103
2582,B85,156,202103
2583,B86,0,202103
2584,B88,0,202103
2585,B89,0,202103
2586,B90,0,202103
2587,B91,0,202103
2588,B92,0,202103
2589,B93,0,202103
2590,B94,47,202103
2591,B95,0,202103
2592,B96,0,202103
2593,B97,233,202103
2594,B98,1503,202103
2595,B99,229,202103
2596,B100,0,202103
2597,B101,0,202103
2598,B102,0,202103
2599,B103,188,202103
2600,B104,0,202103
2601,B105,0,202103
2602,B106,124,202103
2603,B107,0,202103
2604,B108,0,202103
2605,B113,0,202103
2606,B114,128,202103
2607,B115,0,202103
2608,B116,64,202103
2609,B117,0,202103
2610,B118,100,202103
2611,B119,103,202103
2612,B120,0,202103
2613,B121,0,202103
2614,B122,0,202103
2615,B123,0,202103
2616,B124,0,202103
2617,B125,0,202103
2618,B126,0,202103
2619,B127,0,202103
2620,B128,0,202103
2621,B129,0,202103
2622,B130,0,202103
2623,B131,0,202103
2624,B132,0,202103
2625,B133,0,202103
2626,B134,0,202103
2627,B135,0,202103
2628,B136,362,202103
2629,B137,114,202103
2630,B138,0,202103
2631,B139,1306,202103
2632,B140,372,202103
2633,B141,557,202103
2634,B142,694,202103
2635,B143,91,202103
2636,B146,0,202103
2637,B147,75,202103
2638,B152,15,202103
2639,B153,173,202103
2640,B154,99,202103
2641,B155,0,202103
2642,B156,72,202103
2643,B157,0,202103
2644,B158,255,202103
2645,B159,310,202103
2646,B160,0,202103
2647,B161,0,202103
2648,B162,0,202103
2649,B163,0,202103
2650,B164,0,202103
2651,B165,0,202103
2652,B166,0,202103
2653,B167,0,202103
2654,B168,280,202103
2655,B169,0,202103
2656,B170,0,202103
2657,B171,0,202103
2658,B172,0,202103
2659,B173,0,202103
2660,B174,0,202103
2661,B175,0,202103
2662,B176,0,202103
2663,B177,0,202103
2664,B178,151,202103
2665,B179,0,202103
2666,B180,184,202103
2667,B182,0,202103
2668,B185,56,202103
2669,B186,17,202103
2670,B188,113,202103
2671,B189,0,202103
2672,B190,152,202103
2673,B195,30,202103
2674,B198,75,202103
2675,B199,16,202103
2676,B208,1598,202103
2677,B225,527,202103
2678,B254,257,202103
2679,B256,19,202103
2680,B266,269,202103
2681,B267,102,202103
2682,B275,181,202103
2683,B283,0,202103
2684,B288,0,202103
2685,B296,298,202103
2686,B388,289,202103
2687,B390,225,202103
2688,B432,8,202103
2689,B453,0,202103
2690,B462,195,202103
2691,B469,39,202103
2692,B471,43,202103
2693,B478,159,202103
2694,B479,111,202103
2695,B488,58,202103
2696,B490,0,202103
2697,B626,386,202103
2698,B627,36,202103
2699,B694,441,202103
2700,B716,126,202103
2701,B717,0,202103
2702,B725,15,202103
2703,B729,115,202103
2704,B739,0,202103
2705,B740,0,202103
2706,B741,0,202103
2707,B742,0,202103
2708,B743,0,202103
2709,B744,0,202103
2710,B745,169,202103
2711,B746,0,202103
2712,B749,3,202103
2713,B750,22,202103
2714,B752,17,202103
2715,B753,40,202103
2716,B765,0,202103
2717,B766,10,202103
2718,B777,363,202103
2719,B778,104,202103
2720,B779,685,202103
2721,B780,0,202103
2722,B781,0,202103
2723,B782,0,202103
2724,B783,0,202103
2725,B784,0,202103
2726,B785,592,202103
2727,B786,0,202103
2728,B787,0,202103
2729,B788,837,202103
2730,B789,0,202103
2731,B790,0,202103
2732,B791,0,202103
2733,B792,0,202103
2734,B793,0,202103
2735,B794,0,202103
2736,B795,38,202103
2737,B796,0,202103
2738,B797,0,202103
2739,B798,0,202103
2740,B799,0,202103
2741,B800,0,202103
2742,B801,0,202103
2743,B802,0,202103
2744,B806,44,202103
2745,B807,0,202103
2746,B808,0,202103
2747,B809,207,202103
2748,B810,119,202103
2749,B811,0,202103
2750,B812,110,202103
2751,B813,49,202103
2752,B814,388,202103
2753,B815,115,202103
2754,B816,0,202103
2755,B817,0,202103
2756,B818,0,202103
2757,B819,0,202103
2758,B820,0,202103
2759,B821,0,202103
2760,B822,0,202103
2761,B823,0,202103
2762,B824,0,202103
2763,B825,653,202103
2764,B826,0,202103
2765,B827,0,202103
2766,B828,0,202103
2767,B829,0,202103
2768,B830,0,202103
2769,B831,0,202103
2770,B832,0,202103
2771,B833,0,202103
2772,B834,0,202103
2773,B835,934,202103
2774,B836,160,202103
2775,B837,0,202103
2776,B838,0,202103
2777,B844,0,202103
2778,B845,0,202103
2779,B846,0,202103
2780,B849,34,202103
2781,B850,0,202103
2782,B851,0,202103
2783,B918,93,202103
2784,B919,283,202103
2785,B920,208,202103
2786,B924,166,202103
2787,B925,153,202103
2788,B928,347,202103
2789,B930,0,202103
2790,B931,0,202103
2791,B933,0,202103
2792,B934,0,202103
2793,B935,0,202103
2794,B936,0,202103
2795,B937,0,202103
2796,B938,0,202103
2797,B939,0,202103
2798,B940,0,202103
2799,B941,0,202103
2800,B942,0,202103
2801,B943,0,202103
2802,B944,0,202103
2803,B945,0,202103
2804,B946,266,202103
2805,B950,0,202103
2806,B952,0,202103
2807,B953,0,202103
2808,B954,13,202103
2809,B956,0,202103
2810,B957,0,202103
2811,B960,94,202103
2812,B961,0,202103
2813,B962,0,202103
2814,B963,349,202103
2815,B964,288,202103
2816,B965,292,202103
2817,B966,255,202103
2818,B967,233,202103
2819,B968,0,202103
2820,B969,0,202103
2821,B970,0,202103
2822,B971,0,202103
2823,B972,0,202103
2824,B973,0,202103
2825,B974,0,202103
2826,B975,69,202103
2827,B976,53,202103
2828,B977,0,202103
2829,B979,104,202103
2830,B980,48,202103
2831,B981,0,202103
2832,B982,0,202103
2833,B983,1109,202103
2834,B984,0,202103
2835,B985,365,202103
2836,B986,330,202103
2837,B987,447,202103
2838,B988,257,202103
2839,B989,328,202103
2840,B990,346,202103
2841,B992,0,202103
2842,B993,400,202103
2843,B994,410,202103
2844,B995,0,202103
2845,B996,0,202103
2846,B997,0,202103
2847,B998,0,202103
2848,B999,0,202103
2849,B1000,135,202103
2850,B1002,0,202103
2851,B1003,0,202103
2852,B1004,0,202103
2853,B1005,406,202103
2854,B1006,0,202103
2855,B1007,725,202103
2856,B1008,384,202103
2857,B1009,0,202103
2858,B1010,0,202103
2859,B1011,0,202103
2860,B1012,791,202103
2861,B1013,0,202103
2862,B1014,3772,202103
2863,B1015,0,202103
2864,B1016,0,202103
2865,B1017,0,202103
2866,B1018,1369,202103
2867,B1019,0,202103
2868,B1020,0,202103
2869,B1021,0,202103
2870,B1022,0,202103
2871,B1023,0,202103
2872,B1024,0,202103
2873,B1025,0,202103
2874,B1026,0,202103
2875,B1027,0,202103
2876,B1028,0,202103
2877,B1029,0,202103
2878,B1030,0,202103
2879,B1031,0,202103
2880,B1032,0,202103
2881,B1033,4908,202103
2882,B1034,0,202103
2883,B1035,0,202103
2884,B1036,0,202103
2885,B1037,0,202103
2886,B1038,0,202103
2887,B1039,0,202103
2888,B1040,0,202103
2889,B1041,0,202103
2890,B1042,0,202103
2891,B1043,0,202103
2892,B1044,0,202103
2893,B1045,0,202103
2894,B1046,0,202103
2895,B1047,0,202103
2896,B1048,0,202103
2897,B1049,0,202103
2898,B1050,0,202103
2899,B1051,0,202103
2900,B1052,0,202103
2901,B1053,0,202103
2902,B1054,0,202103
2903,B1055,0,202103
2904,B1056,0,202103
2905,B3,0,202104
2906,B4,0,202104
2907,B5,0,202104
2908,B6,0,202104
2909,B7,0,202104
2910,B8,0,202104
2911,B9,0,202104
2912,B10,0,202104
2913,B11,0,202104
2914,B12,0,202104
2915,B13,0,202104
2916,B14,0,202104
2917,B15,0,202104
2918,B16,0,202104
2919,B17,0,202104
2920,B18,0,202104
2921,B19,0,202104
2922,B20,0,202104
2923,B25,0,202104
2924,B27,0,202104
2925,B30,0,202104
2926,B54,40,202104
2927,B60,76,202104
2928,B63,353,202104
2929,B64,58,202104
2930,B65,28,202104
2931,B66,16,202104
2932,B67,0,202104
2933,B69,8,202104
2934,B70,22,202104
2935,B71,16,202104
2936,B72,16,202104
2937,B73,191,202104
2938,B74,0,202104
2939,B75,49,202104
2940,B76,0,202104
2941,B77,105,202104
2942,B78,0,202104
2943,B81,0,202104
2944,B83,0,202104
2945,B85,211,202104
2946,B86,0,202104
2947,B88,0,202104
2948,B89,0,202104
2949,B90,0,202104
2950,B91,0,202104
2951,B92,0,202104
2952,B93,3,202104
2953,B94,15,202104
2954,B95,0,202104
2955,B96,0,202104
2956,B97,192,202104
2957,B98,1311,202104
2958,B99,168,202104
2959,B100,0,202104
2960,B101,0,202104
2961,B102,0,202104
2962,B103,158,202104
2963,B104,0,202104
2964,B105,0,202104
2965,B106,70,202104
2966,B107,0,202104
2967,B108,0,202104
2968,B113,133,202104
2969,B114,131,202104
2970,B115,0,202104
2971,B116,63,202104
2972,B117,0,202104
2973,B118,117,202104
2974,B119,21,202104
2975,B120,0,202104
2976,B121,0,202104
2977,B122,0,202104
2978,B123,0,202104
2979,B124,0,202104
2980,B125,0,202104
2981,B126,0,202104
2982,B127,0,202104
2983,B128,0,202104
2984,B129,0,202104
2985,B130,0,202104
2986,B131,0,202104
2987,B132,0,202104
2988,B133,0,202104
2989,B134,0,202104
2990,B135,0,202104
2991,B136,118,202104
2992,B137,58,202104
2993,B138,0,202104
2994,B139,601,202104
2995,B140,295,202104
2996,B141,351,202104
2997,B142,181,202104
2998,B143,57,202104
2999,B146,0,202104
3000,B147,87,202104
3001,B152,352,202104
3002,B153,87,202104
3003,B154,179,202104
3004,B155,0,202104
3005,B156,90,202104
3006,B157,0,202104
3007,B158,273,202104
3008,B159,273,202104
3009,B160,0,202104
3010,B161,0,202104
3011,B162,0,202104
3012,B163,0,202104
3013,B164,0,202104
3014,B165,0,202104
3015,B166,0,202104
3016,B167,49,202104
3017,B168,187,202104
3018,B169,0,202104
3019,B170,0,202104
3020,B171,0,202104
3021,B172,0,202104
3022,B173,0,202104
3023,B174,0,202104
3024,B175,0,202104
3025,B176,0,202104
3026,B177,0,202104
3027,B178,35,202104
3028,B179,0,202104
3029,B180,161,202104
3030,B182,0,202104
3031,B185,54,202104
3032,B186,11,202104
3033,B188,-1,202104
3034,B189,0,202104
3035,B190,133,202104
3036,B195,37,202104
3037,B198,20,202104
3038,B199,22,202104
3039,B208,743,202104
3040,B225,332,202104
3041,B254,254,202104
3042,B256,22,202104
3043,B266,17,202104
3044,B267,35,202104
3045,B275,100,202104
3046,B283,0,202104
3047,B288,0,202104
3048,B296,262,202104
3049,B388,90,202104
3050,B390,101,202104
3051,B432,21,202104
3052,B453,0,202104
3053,B462,210,202104
3054,B469,41,202104
3055,B471,256,202104
3056,B478,58,202104
3057,B479,40,202104
3058,B488,272,202104
3059,B490,0,202104
3060,B626,270,202104
3061,B627,13,202104
3062,B694,296,202104
3063,B716,65,202104
3064,B717,0,202104
3065,B725,517,202104
3066,B729,219,202104
3067,B739,0,202104
3068,B740,0,202104
3069,B741,0,202104
3070,B742,0,202104
3071,B743,0,202104
3072,B744,0,202104
3073,B745,109,202104
3074,B746,0,202104
3075,B749,6,202104
3076,B750,10,202104
3077,B752,33,202104
3078,B753,26,202104
3079,B765,367,202104
3080,B766,47,202104
3081,B777,151,202104
3082,B778,70,202104
3083,B779,504,202104
3084,B780,0,202104
3085,B781,0,202104
3086,B782,0,202104
3087,B783,0,202104
3088,B784,0,202104
3089,B785,324,202104
3090,B786,0,202104
3091,B787,0,202104
3092,B788,532,202104
3093,B789,0,202104
3094,B790,0,202104
3095,B791,0,202104
3096,B792,0,202104
3097,B793,0,202104
3098,B794,0,202104
3099,B795,59,202104
3100,B796,0,202104
3101,B797,0,202104
3102,B798,0,202104
3103,B799,0,202104
3104,B800,0,202104
3105,B801,0,202104
3106,B802,0,202104
3107,B806,32,202104
3108,B807,0,202104
3109,B808,0,202104
3110,B809,175,202104
3111,B810,36,202104
3112,B811,0,202104
3113,B812,141,202104
3114,B813,216,202104
3115,B814,710,202104
3116,B815,394,202104
3117,B816,0,202104
3118,B817,0,202104
3119,B818,0,202104
3120,B819,0,202104
3121,B820,0,202104
3122,B821,0,202104
3123,B822,0,202104
3124,B823,0,202104
3125,B824,0,202104
3126,B825,479,202104
3127,B826,0,202104
3128,B827,0,202104
3129,B828,0,202104
3130,B829,0,202104
3131,B830,0,202104
3132,B831,0,202104
3133,B832,0,202104
3134,B833,0,202104
3135,B834,0,202104
3136,B835,59,202104
3137,B836,111,202104
3138,B837,0,202104
3139,B838,0,202104
3140,B844,0,202104
3141,B845,0,202104
3142,B846,0,202104
3143,B849,68,202104
3144,B850,0,202104
3145,B851,0,202104
3146,B918,10,202104
3147,B919,173,202104
3148,B920,85,202104
3149,B924,47,202104
3150,B925,98,202104
3151,B928,289,202104
3152,B930,0,202104
3153,B931,0,202104
3154,B933,0,202104
3155,B934,0,202104
3156,B935,0,202104
3157,B936,0,202104
3158,B937,0,202104
3159,B938,0,202104
3160,B939,0,202104
3161,B940,0,202104
3162,B941,0,202104
3163,B942,0,202104
3164,B943,0,202104
3165,B944,0,202104
3166,B945,0,202104
3167,B946,175,202104
3168,B950,0,202104
3169,B952,0,202104
3170,B953,0,202104
3171,B954,220,202104
3172,B956,0,202104
3173,B957,0,202104
3174,B960,228,202104
3175,B961,0,202104
3176,B962,0,202104
3177,B963,628,202104
3178,B964,64,202104
3179,B965,191,202104
3180,B966,77,202104
3181,B967,126,202104
3182,B968,0,202104
3183,B969,0,202104
3184,B970,0,202104
3185,B971,0,202104
3186,B972,0,202104
3187,B973,0,202104
3188,B974,0,202104
3189,B975,240,202104
3190,B976,154,202104
3191,B977,0,202104
3192,B979,57,202104
3193,B980,121,202104
3194,B981,0,202104
3195,B982,0,202104
3196,B983,254,202104
3197,B984,0,202104
3198,B985,375,202104
3199,B986,912,202104
3200,B987,113,202104
3201,B988,-2,202104
3202,B989,234,202104
3203,B990,278,202104
3204,B992,0,202104
3205,B993,346,202104
3206,B994,265,202104
3207,B995,0,202104
3208,B996,0,202104
3209,B997,0,202104
3210,B998,0,202104
3211,B999,0,202104
3212,B1000,159,202104
3213,B1002,0,202104
3214,B1003,0,202104
3215,B1004,0,202104
3216,B1005,275,202104
3217,B1006,0,202104
3218,B1007,760,202104
3219,B1008,808,202104
3220,B1009,0,202104
3221,B1010,0,202104
3222,B1011,0,202104
3223,B1012,411,202104
3224,B1013,0,202104
3225,B1014,2547,202104
3226,B1015,0,202104
3227,B1016,0,202104
3228,B1017,0,202104
3229,B1018,1417,202104
3230,B1019,0,202104
3231,B1020,0,202104
3232,B1021,0,202104
3233,B1022,0,202104
3234,B1023,0,202104
3235,B1024,0,202104
3236,B1025,0,202104
3237,B1026,0,202104
3238,B1027,0,202104
3239,B1028,0,202104
3240,B1029,0,202104
3241,B1030,0,202104
3242,B1031,0,202104
3243,B1032,0,202104
3244,B1033,1493,202104
3245,B1034,0,202104
3246,B1035,0,202104
3247,B1036,0,202104
3248,B1037,0,202104
3249,B1038,0,202104
3250,B1039,0,202104
3251,B1040,0,202104
3252,B1041,0,202104
3253,B1042,0,202104
3254,B1043,0,202104
3255,B1044,0,202104
3256,B1045,0,202104
3257,B1046,0,202104
3258,B1047,0,202104
3259,B1048,0,202104
3260,B1049,0,202104
3261,B1050,0,202104
3262,B1051,0,202104
3263,B1052,0,202104
3264,B1053,0,202104
3265,B1054,0,202104
3266,B1055,0,202104
3267,B1056,0,202104
3268,B3,0,202105
3269,B4,0,202105
3270,B5,0,202105
3271,B6,0,202105
3272,B7,0,202105
3273,B8,0,202105
3274,B9,0,202105
3275,B10,0,202105
3276,B11,0,202105
3277,B12,0,202105
3278,B13,0,202105
3279,B14,0,202105
3280,B15,0,202105
3281,B16,0,202105
3282,B17,0,202105
3283,B18,0,202105
3284,B19,0,202105
3285,B20,0,202105
3286,B25,0,202105
3287,B27,0,202105
3288,B30,0,202105
3289,B54,71,202105
3290,B60,38,202105
3291,B63,329,202105
3292,B64,177,202105
3293,B65,32,202105
3294,B66,40,202105
3295,B67,0,202105
3296,B69,29,202105
3297,B70,60,202105
3298,B71,2,202105
3299,B72,33,202105
3300,B73,194,202105
3301,B74,0,202105
3302,B75,0,202105
3303,B76,0,202105
3304,B77,51,202105
3305,B78,0,202105
3306,B81,0,202105
3307,B83,1,202105
3308,B85,177,202105
3309,B86,0,202105
3310,B88,0,202105
3311,B89,0,202105
3312,B90,12,202105
3313,B91,0,202105
3314,B92,0,202105
3315,B93,34,202105
3316,B94,140,202105
3317,B95,0,202105
3318,B96,0,202105
3319,B97,153,202105
3320,B98,781,202105
3321,B99,157,202105
3322,B100,0,202105
3323,B101,0,202105
3324,B102,0,202105
3325,B103,186,202105
3326,B104,0,202105
3327,B105,10,202105
3328,B106,64,202105
3329,B107,0,202105
3330,B108,0,202105
3331,B113,58,202105
3332,B114,43,202105
3333,B115,37,202105
3334,B116,115,202105
3335,B117,0,202105
3336,B118,44,202105
3337,B119,16,202105
3338,B120,0,202105
3339,B121,0,202105
3340,B122,0,202105
3341,B123,0,202105
3342,B124,0,202105
3343,B125,0,202105
3344,B126,0,202105
3345,B127,0,202105
3346,B128,0,202105
3347,B129,0,202105
3348,B130,0,202105
3349,B131,0,202105
3350,B132,0,202105
3351,B133,0,202105
3352,B134,0,202105
3353,B135,0,202105
3354,B136,142,202105
3355,B137,85,202105
3356,B138,0,202105
3357,B139,591,202105
3358,B140,388,202105
3359,B141,190,202105
3360,B142,401,202105
3361,B143,58,202105
3362,B146,0,202105
3363,B147,38,202105
3364,B152,493,202105
3365,B153,140,202105
3366,B154,347,202105
3367,B155,0,202105
3368,B156,88,202105
3369,B157,0,202105
3370,B158,296,202105
3371,B159,359,202105
3372,B160,0,202105
3373,B161,0,202105
3374,B162,0,202105
3375,B163,0,202105
3376,B164,0,202105
3377,B165,0,202105
3378,B166,0,202105
3379,B167,48,202105
3380,B168,53,202105
3381,B169,0,202105
3382,B170,0,202105
3383,B171,0,202105
3384,B172,0,202105
3385,B173,0,202105
3386,B174,0,202105
3387,B175,0,202105
3388,B176,0,202105
3389,B177,0,202105
3390,B178,24,202105
3391,B179,0,202105
3392,B180,131,202105
3393,B182,0,202105
3394,B185,40,202105
3395,B186,14,202105
3396,B188,154,202105
3397,B189,0,202105
3398,B190,86,202105
3399,B195,30,202105
3400,B198,61,202105
3401,B199,36,202105
3402,B208,656,202105
3403,B225,370,202105
3404,B254,37,202105
3405,B256,21,202105
3406,B266,51,202105
3407,B267,36,202105
3408,B275,103,202105
3409,B283,0,202105
3410,B288,0,202105
3411,B296,157,202105
3412,B388,137,202105
3413,B390,36,202105
3414,B432,14,202105
3415,B453,0,202105
3416,B462,122,202105
3417,B469,29,202105
3418,B471,158,202105
3419,B478,75,202105
3420,B479,71,202105
3421,B488,87,202105
3422,B490,0,202105
3423,B626,201,202105
3424,B627,20,202105
3425,B694,151,202105
3426,B716,58,202105
3427,B717,0,202105
3428,B725,102,202105
3429,B729,140,202105
3430,B739,0,202105
3431,B740,0,202105
3432,B741,0,202105
3433,B742,0,202105
3434,B743,0,202105
3435,B744,0,202105
3436,B745,123,202105
3437,B746,33,202105
3438,B749,1,202105
3439,B750,4,202105
3440,B752,22,202105
3441,B753,4,202105
3442,B765,147,202105
3443,B766,103,202105
3444,B777,177,202105
3445,B778,127,202105
3446,B779,102,202105
3447,B780,0,202105
3448,B781,0,202105
3449,B782,0,202105
3450,B783,0,202105
3451,B784,0,202105
3452,B785,445,202105
3453,B786,0,202105
3454,B787,0,202105
3455,B788,386,202105
3456,B789,97,202105
3457,B790,320,202105
3458,B791,173,202105
3459,B792,0,202105
3460,B793,0,202105
3461,B794,0,202105
3462,B795,74,202105
3463,B796,0,202105
3464,B797,0,202105
3465,B798,0,202105
3466,B799,0,202105
3467,B800,0,202105
3468,B801,0,202105
3469,B802,0,202105
3470,B806,41,202105
3471,B807,0,202105
3472,B808,0,202105
3473,B809,86,202105
3474,B810,133,202105
3475,B811,0,202105
3476,B812,100,202105
3477,B813,161,202105
3478,B814,313,202105
3479,B815,271,202105
3480,B816,0,202105
3481,B817,0,202105
3482,B818,0,202105
3483,B819,0,202105
3484,B820,0,202105
3485,B821,0,202105
3486,B822,0,202105
3487,B823,0,202105
3488,B824,0,202105
3489,B825,439,202105
3490,B826,0,202105
3491,B827,0,202105
3492,B828,0,202105
3493,B829,0,202105
3494,B830,0,202105
3495,B831,0,202105
3496,B832,0,202105
3497,B833,0,202105
3498,B834,0,202105
3499,B835,325,202105
3500,B836,84,202105
3501,B837,0,202105
3502,B838,0,202105
3503,B844,0,202105
3504,B845,0,202105
3505,B846,0,202105
3506,B849,12,202105
3507,B850,0,202105
3508,B851,0,202105
3509,B918,90,202105
3510,B919,400,202105
3511,B920,140,202105
3512,B924,89,202105
3513,B925,155,202105
3514,B928,250,202105
3515,B930,0,202105
3516,B931,0,202105
3517,B933,0,202105
3518,B934,0,202105
3519,B935,0,202105
3520,B936,0,202105
3521,B937,0,202105
3522,B938,21,202105
3523,B939,0,202105
3524,B940,0,202105
3525,B941,0,202105
3526,B942,0,202105
3527,B943,0,202105
3528,B944,0,202105
3529,B945,0,202105
3530,B946,259,202105
3531,B950,0,202105
3532,B952,0,202105
3533,B953,0,202105
3534,B954,259,202105
3535,B956,0,202105
3536,B957,0,202105
3537,B960,145,202105
3538,B961,0,202105
3539,B962,0,202105
3540,B963,428,202105
3541,B964,316,202105
3542,B965,117,202105
3543,B966,43,202105
3544,B967,71,202105
3545,B968,0,202105
3546,B969,0,202105
3547,B970,0,202105
3548,B971,0,202105
3549,B972,0,202105
3550,B973,0,202105
3551,B974,0,202105
3552,B975,68,202105
3553,B976,54,202105
3554,B977,0,202105
3555,B979,60,202105
3556,B980,66,202105
3557,B981,0,202105
3558,B982,0,202105
3559,B983,494,202105
3560,B984,0,202105
3561,B985,546,202105
3562,B986,1142,202105
3563,B987,426,202105
3564,B988,547,202105
3565,B989,627,202105
3566,B990,226,202105
3567,B992,0,202105
3568,B993,413,202105
3569,B994,186,202105
3570,B995,0,202105
3571,B996,0,202105
3572,B997,0,202105
3573,B998,0,202105
3574,B999,0,202105
3575,B1000,225,202105
3576,B1002,0,202105
3577,B1003,0,202105
3578,B1004,0,202105
3579,B1005,367,202105
3580,B1006,0,202105
3581,B1007,635,202105
3582,B1008,362,202105
3583,B1009,0,202105
3584,B1010,0,202105
3585,B1011,0,202105
3586,B1012,533,202105
3587,B1013,0,202105
3588,B1014,2300,202105
3589,B1015,0,202105
3590,B1016,0,202105
3591,B1017,0,202105
3592,B1018,1304,202105
3593,B1019,0,202105
3594,B1020,0,202105
3595,B1021,0,202105
3596,B1022,0,202105
3597,B1023,0,202105
3598,B1024,0,202105
3599,B1025,0,202105
3600,B1026,0,202105
3601,B1027,0,202105
3602,B1028,0,202105
3603,B1029,0,202105
3604,B1030,0,202105
3605,B1031,0,202105
3606,B1032,0,202105
3607,B1033,1349,202105
3608,B1034,0,202105
3609,B1035,0,202105
3610,B1036,0,202105
3611,B1037,0,202105
3612,B1038,0,202105
3613,B1039,0,202105
3614,B1040,0,202105
3615,B1041,0,202105
3616,B1042,0,202105
3617,B1043,0,202105
3618,B1044,0,202105
3619,B1045,0,202105
3620,B1046,0,202105
3621,B1047,0,202105
3622,B1048,0,202105
3623,B1049,0,202105
3624,B1050,0,202105
3625,B1051,0,202105
3626,B1052,0,202105
3627,B1053,0,202105
