PK,Product,Quantity,yymm
5701,B939,0,202111
5702,B940,0,202111
5703,B941,0,202111
5704,B942,0,202111
5705,B943,0,202111
5706,B944,0,202111
5707,B945,0,202111
5708,B946,235,202111
5709,B950,0,202111
5710,B952,213,202111
5711,B953,0,202111
5712,B954,626,202111
5713,B956,0,202111
5714,B957,0,202111
5715,B960,778,202111
5716,B961,0,202111
5717,B962,0,202111
5718,B963,661,202111
5719,B964,165,202111
5720,B965,96,202111
5721,B966,138,202111
5722,B967,165,202111
5723,B968,0,202111
5724,B969,0,202111
5725,B970,0,202111
5726,B971,245,202111
5727,B972,249,202111
5728,B973,97,202111
5729,B974,109,202111
5730,B975,115,202111
5731,B976,64,202111
5732,B977,0,202111
5733,B979,200,202111
5734,B980,279,202111
5735,B981,263,202111
5736,B982,333,202111
5737,B983,790,202111
5738,B984,216,202111
5739,B985,350,202111
5740,B986,927,202111
5741,B987,571,202111
5742,B988,528,202111
5743,B989,736,202111
5744,B990,246,202111
5745,B992,0,202111
5746,B993,483,202111
5747,B994,317,202111
5748,B995,0,202111
5749,B996,0,202111
5750,B997,0,202111
5751,B998,0,202111
5752,B999,0,202111
5753,B1000,156,202111
5754,B1002,0,202111
5755,B1003,0,202111
5756,B1004,0,202111
5757,B1005,396,202111
5758,B1006,0,202111
5759,B1007,737,202111
5760,B1008,646,202111
5761,B1009,0,202111
5762,B1010,0,202111
5763,B1011,0,202111
5764,B1012,814,202111
5765,B1013,0,202111
5766,B1014,2119,202111
5767,B1015,0,202111
5768,B1016,202,202111
5769,B1017,1054,202111
5770,B1018,1117,202111
5771,B1019,0,202111
5772,B1020,0,202111
5773,B1021,0,202111
5774,B1022,1004,202111
5775,B1023,0,202111
5776,B1024,0,202111
5777,B1025,0,202111
5778,B1026,0,202111
5779,B1027,0,202111
5780,B1028,0,202111
5781,B1029,0,202111
5782,B1030,0,202111
5783,B1031,0,202111
5784,B1032,0,202111
5785,B1033,2372,202111
5786,B1034,0,202111
5787,B1035,0,202111
5788,B1036,0,202111
5789,B1037,0,202111
5790,B1038,0,202111
5791,B1039,0,202111
5792,B1040,0,202111
5793,B1041,0,202111
5794,B1042,0,202111
5795,B1043,0,202111
5796,B1044,0,202111
5797,B1045,0,202111
5798,B1046,0,202111
5799,B1047,0,202111
5800,B1048,0,202111
5801,B1049,0,202111
5802,B1050,0,202111
5803,B1051,0,202111
5804,B1052,0,202111
5805,B1053,0,202111
5806,B1054,0,202111
5807,B1055,0,202111
5808,B1056,0,202111
5809,B3,0,202112
5810,B4,25,202112
5811,B5,0,202112
5812,B6,0,202112
5813,B7,61,202112
5814,B8,5,202112
5815,B9,54,202112
5816,B10,0,202112
5817,B11,0,202112
5818,B12,0,202112
5819,B13,0,202112
5820,B14,0,202112
5821,B15,0,202112
5822,B16,0,202112
5823,B17,346,202112
5824,B18,0,202112
5825,B19,184,202112
5826,B20,51,202112
5827,B25,37,202112
5828,B27,14,202112
5829,B30,131,202112
5830,B54,62,202112
5831,B60,51,202112
5832,B63,390,202112
5833,B64,168,202112
5834,B65,51,202112
5835,B66,15,202112
5836,B67,575,202112
5837,B69,169,202112
5838,B70,269,202112
5839,B71,-96,202112
5840,B72,11,202112
5841,B73,323,202112
5842,B74,28,202112
5843,B75,10,202112
5844,B76,118,202112
5845,B77,124,202112
5846,B78,15,202112
5847,B81,0,202112
5848,B83,28,202112
5849,B85,269,202112
5850,B86,0,202112
5851,B88,0,202112
5852,B89,0,202112
5853,B90,4,202112
5854,B91,678,202112
5855,B92,649,202112
5856,B93,26,202112
5857,B94,103,202112
5858,B95,0,202112
5859,B96,0,202112
5860,B97,228,202112
5861,B98,1581,202112
5862,B99,100,202112
5863,B100,0,202112
5864,B101,0,202112
5865,B102,0,202112
5866,B103,156,202112
5867,B104,0,202112
5868,B105,74,202112
5869,B106,105,202112
5870,B107,0,202112
5871,B108,0,202112
5872,B113,606,202112
5873,B114,297,202112
5874,B115,174,202112
5875,B116,179,202112
5876,B117,0,202112
5877,B118,260,202112
5878,B119,91,202112
5879,B120,36,202112
5880,B121,25,202112
5881,B122,30,202112
5882,B123,37,202112
5883,B124,24,202112
5884,B125,16,202112
5885,B126,18,202112
5886,B127,26,202112
5887,B128,6,202112
5888,B129,7,202112
5889,B130,0,202112
5890,B131,4,202112
5891,B132,0,202112
5892,B133,10,202112
5893,B134,6,202112
5894,B135,0,202112
5895,B136,215,202112
5896,B137,178,202112
5897,B138,0,202112
5898,B139,1053,202112
5899,B140,766,202112
5900,B141,111,202112
5901,B142,495,202112
5902,B143,144,202112
5903,B146,0,202112
5904,B147,232,202112
5905,B152,445,202112
5906,B153,160,202112
5907,B154,305,202112
5908,B155,28,202112
5909,B156,258,202112
5910,B157,148,202112
5911,B158,430,202112
5912,B159,389,202112
5913,B160,55,202112
5914,B161,132,202112
5915,B162,136,202112
5916,B163,25,202112
5917,B164,56,202112
5918,B165,20,202112
5919,B166,29,202112
5920,B167,137,202112
5921,B168,179,202112
5922,B169,23,202112
5923,B170,16,202112
5924,B171,0,202112
5925,B172,15,202112
5926,B173,0,202112
5927,B174,0,202112
5928,B175,0,202112
5929,B176,0,202112
5930,B177,0,202112
5931,B178,71,202112
5932,B179,0,202112
5933,B180,387,202112
5934,B182,0,202112
5935,B185,46,202112
5936,B186,-8,202112
5937,B188,154,202112
5938,B189,0,202112
5939,B190,148,202112
5940,B195,8,202112
5941,B198,19,202112
5942,B199,34,202112
5943,B208,1101,202112
5944,B225,525,202112
5945,B254,217,202112
5946,B256,7,202112
5947,B266,66,202112
5948,B267,37,202112
5949,B275,184,202112
5950,B283,0,202112
5951,B288,148,202112
5952,B296,126,202112
5953,B388,82,202112
5954,B390,148,202112
5955,B432,19,202112
5956,B453,0,202112
5957,B462,91,202112
5958,B469,0,202112
5959,B471,211,202112
5960,B478,32,202112
5961,B479,34,202112
5962,B488,236,202112
5963,B490,0,202112
5964,B626,205,202112
5965,B627,8,202112
5966,B694,249,202112
5967,B716,75,202112
5968,B717,0,202112
5969,B725,311,202112
5970,B729,197,202112
5971,B739,116,202112
5972,B740,0,202112
5973,B741,12,202112
5974,B742,0,202112
5975,B743,95,202112
5976,B744,0,202112
5977,B745,178,202112
5978,B746,101,202112
5979,B749,0,202112
5980,B750,5,202112
5981,B752,40,202112
5982,B753,17,202112
5983,B765,405,202112
5984,B766,26,202112
5985,B777,339,202112
5986,B778,235,202112
5987,B779,864,202112
5988,B780,55,202112
5989,B781,0,202112
5990,B782,0,202112
5991,B783,0,202112
5992,B784,0,202112
5993,B785,446,202112
5994,B786,0,202112
5995,B787,0,202112
5996,B788,286,202112
5997,B789,210,202112
5998,B790,404,202112
5999,B791,176,202112
6000,B792,0,202112
6001,B793,0,202112
6002,B794,0,202112
6003,B795,213,202112
6004,B796,0,202112
6005,B797,0,202112
6006,B798,0,202112
6007,B799,0,202112
6008,B800,0,202112
6009,B801,0,202112
6010,B802,57,202112
6011,B806,2,202112
6012,B807,19,202112
6013,B808,0,202112
6014,B809,116,202112
6015,B810,53,202112
6016,B811,0,202112
6017,B812,-19,202112
6018,B813,97,202112
6019,B814,209,202112
6020,B815,160,202112
6021,B816,559,202112
6022,B817,0,202112
6023,B818,0,202112
6024,B819,66,202112
6025,B820,0,202112
6026,B821,0,202112
6027,B822,0,202112
6028,B823,0,202112
6029,B824,0,202112
6030,B825,485,202112
6031,B826,0,202112
6032,B827,0,202112
6033,B828,0,202112
6034,B829,0,202112
6035,B830,0,202112
6036,B831,0,202112
6037,B832,0,202112
6038,B833,125,202112
6039,B834,0,202112
6040,B835,687,202112
6041,B836,142,202112
6042,B837,0,202112
6043,B838,0,202112
6044,B844,0,202112
6045,B845,0,202112
6046,B846,0,202112
6047,B849,5,202112
6048,B850,0,202112
6049,B851,0,202112
6050,B918,42,202112
6051,B919,105,202112
6052,B920,24,202112
6053,B924,-5,202112
6054,B925,108,202112
6055,B928,-9,202112
6056,B930,0,202112
6057,B931,0,202112
6058,B933,0,202112
6059,B934,0,202112
6060,B935,0,202112
6061,B936,0,202112
6062,B937,0,202112
6063,B938,156,202112
6064,B939,0,202112
6065,B940,0,202112
6066,B941,0,202112
6067,B942,0,202112
6068,B943,0,202112
6069,B944,0,202112
6070,B945,0,202112
6071,B946,255,202112
6072,B950,0,202112
6073,B952,1420,202112
6074,B953,0,202112
6075,B954,93,202112
6076,B956,0,202112
6077,B957,186,202112
6078,B960,900,202112
6079,B961,0,202112
6080,B962,0,202112
6081,B963,685,202112
6082,B964,91,202112
6083,B965,159,202112
6084,B966,151,202112
6085,B967,132,202112
6086,B968,0,202112
6087,B969,0,202112
6088,B970,0,202112
6089,B971,182,202112
6090,B972,137,202112
6091,B973,65,202112
6092,B974,158,202112
6093,B975,90,202112
6094,B976,120,202112
6095,B977,5149,202112
6096,B979,128,202112
6097,B980,766,202112
6098,B981,172,202112
6099,B982,152,202112
6100,B983,1209,202112
6101,B984,179,202112
6102,B985,784,202112
6103,B986,1644,202112
6104,B987,217,202112
6105,B988,291,202112
6106,B989,914,202112
6107,B990,282,202112
6108,B992,0,202112
6109,B993,636,202112
6110,B994,558,202112
6111,B995,23,202112
6112,B996,14,202112
6113,B997,157,202112
6114,B998,234,202112
6115,B999,0,202112
6116,B1000,472,202112
6117,B1002,0,202112
6118,B1003,0,202112
6119,B1004,0,202112
6120,B1005,507,202112
6121,B1006,0,202112
6122,B1007,823,202112
6123,B1008,672,202112
6124,B1009,0,202112
6125,B1010,0,202112
6126,B1011,0,202112
6127,B1012,565,202112
6128,B1013,0,202112
6129,B1014,3027,202112
6130,B1015,0,202112
6131,B1016,1196,202112
6132,B1017,1654,202112
6133,B1018,1713,202112
6134,B1019,0,202112
6135,B1020,0,202112
6136,B1021,0,202112
6137,B1022,3146,202112
6138,B1023,0,202112
6139,B1024,0,202112
6140,B1025,0,202112
6141,B1026,0,202112
6142,B1027,0,202112
6143,B1028,0,202112
6144,B1029,0,202112
6145,B1030,0,202112
6146,B1031,0,202112
6147,B1032,0,202112
6148,B1033,1119,202112
6149,B1034,0,202112
6150,B1035,0,202112
6151,B1036,0,202112
6152,B1037,0,202112
6153,B1038,0,202112
6154,B1039,0,202112
6155,B1040,0,202112
6156,B1041,0,202112
6157,B1042,0,202112
6158,B1043,0,202112
6159,B1044,0,202112
6160,B1045,0,202112
6161,B1046,0,202112
6162,B1047,0,202112
6163,B1048,0,202112
6164,B1049,0,202112
6165,B1050,0,202112
6166,B1051,0,202112
6167,B1052,0,202112
6168,B1053,0,202112
6169,B1054,0,202112
6170,B1055,0,202112
6171,B1056,0,202112
6172,B3,0,202201
6173,B4,19,202201
6174,B5,0,202201
6175,B6,0,202201
6176,B7,84,202201
6177,B8,23,202201
6178,B9,67,202201
6179,B10,0,202201
6180,B11,0,202201
6181,B12,0,202201
6182,B13,0,202201
6183,B14,0,202201
6184,B15,0,202201
6185,B16,0,202201
6186,B17,518,202201
6187,B18,0,202201
6188,B19,282,202201
6189,B20,12,202201
6190,B25,3,202201
6191,B27,10,202201
6192,B30,68,202201
6193,B54,30,202201
6194,B60,44,202201
6195,B63,114,202201
6196,B64,37,202201
6197,B65,7,202201
6198,B66,3,202201
6199,B67,346,202201
6200,B69,30,202201
6201,B70,14,202201
6202,B71,24,202201
6203,B72,5,202201
6204,B73,173,202201
6205,B74,21,202201
6206,B75,5,202201
6207,B76,53,202201
6208,B77,70,202201
6209,B78,0,202201
6210,B81,0,202201
6211,B83,1,202201
6212,B85,113,202201
6213,B86,0,202201
6214,B88,0,202201
6215,B89,0,202201
6216,B90,3,202201
6217,B91,445,202201
6218,B92,470,202201
6219,B93,22,202201
6220,B94,29,202201
6221,B95,0,202201
6222,B96,0,202201
6223,B97,146,202201
6224,B98,1061,202201
6225,B99,87,202201
6226,B100,0,202201
6227,B101,0,202201
6228,B102,0,202201
6229,B103,134,202201
6230,B104,0,202201
6231,B105,58,202201
6232,B106,44,202201
6233,B107,0,202201
6234,B108,0,202201
6235,B113,211,202201
6236,B114,157,202201
6237,B115,25,202201
6238,B116,58,202201
6239,B117,0,202201
6240,B118,101,202201
6241,B119,71,202201
6242,B120,46,202201
6243,B121,28,202201
6244,B122,38,202201
6245,B123,21,202201
6246,B124,19,202201
6247,B125,17,202201
6248,B126,14,202201
6249,B127,19,202201
6250,B128,40,202201
6251,B129,28,202201
6252,B130,0,202201
6253,B131,12,202201
6254,B132,3,202201
6255,B133,22,202201
6256,B134,7,202201
6257,B135,1,202201
6258,B136,136,202201
6259,B137,97,202201
6260,B138,0,202201
6261,B139,685,202201
6262,B140,484,202201
6263,B141,84,202201
6264,B142,134,202201
6265,B143,62,202201
6266,B146,0,202201
6267,B147,36,202201
6268,B152,306,202201
6269,B153,49,202201
6270,B154,190,202201
6271,B155,34,202201
6272,B156,131,202201
6273,B157,50,202201
6274,B158,217,202201
6275,B159,181,202201
6276,B160,85,202201
6277,B161,36,202201
6278,B162,29,202201
6279,B163,28,202201
6280,B164,43,202201
6281,B165,18,202201
6282,B166,22,202201
6283,B167,176,202201
6284,B168,66,202201
6285,B169,17,202201
6286,B170,10,202201
6287,B171,1,202201
6288,B172,46,202201
6289,B173,4,202201
6290,B174,3,202201
6291,B175,10,202201
6292,B176,0,202201
6293,B177,0,202201
6294,B178,95,202201
6295,B179,0,202201
6296,B180,244,202201
6297,B182,0,202201
6298,B185,27,202201
6299,B186,9,202201
6300,B188,103,202201
6301,B189,0,202201
6302,B190,67,202201
6303,B195,0,202201
6304,B198,13,202201
6305,B199,24,202201
6306,B208,743,202201
6307,B225,870,202201
6308,B254,138,202201
6309,B256,0,202201
6310,B266,31,202201
6311,B267,18,202201
6312,B275,142,202201
6313,B283,0,202201
6314,B288,101,202201
6315,B296,28,202201
6316,B388,53,202201
6317,B390,39,202201
6318,B432,15,202201
6319,B453,0,202201
6320,B462,73,202201
6321,B469,0,202201
6322,B471,163,202201
6323,B478,78,202201
6324,B479,87,202201
6325,B488,121,202201
6326,B490,0,202201
6327,B626,157,202201
6328,B627,10,202201
6329,B694,105,202201
6330,B716,96,202201
6331,B717,0,202201
6332,B725,102,202201
6333,B729,95,202201
6334,B739,32,202201
6335,B740,0,202201
6336,B741,8,202201
6337,B742,80,202201
6338,B743,10,202201
6339,B744,0,202201
6340,B745,56,202201
6341,B746,32,202201
6342,B749,0,202201
6343,B750,10,202201
6344,B752,6,202201
6345,B753,20,202201
6346,B765,331,202201
6347,B766,15,202201
6348,B777,130,202201
6349,B778,215,202201
6350,B779,612,202201
6351,B780,224,202201
6352,B781,0,202201
6353,B782,0,202201
6354,B783,0,202201
6355,B784,0,202201
6356,B785,423,202201
6357,B786,1,202201
6358,B787,0,202201
6359,B788,152,202201
6360,B789,85,202201
6361,B790,163,202201
6362,B791,78,202201
6363,B792,0,202201
6364,B793,0,202201
6365,B794,0,202201
6366,B795,68,202201
6367,B796,0,202201
6368,B797,0,202201
6369,B798,0,202201
6370,B799,0,202201
6371,B800,0,202201
6372,B801,0,202201
6373,B802,68,202201
6374,B806,18,202201
6375,B807,80,202201
6376,B808,0,202201
6377,B809,49,202201
6378,B810,16,202201
6379,B811,0,202201
6380,B812,28,202201
6381,B813,16,202201
6382,B814,182,202201
6383,B815,37,202201
6384,B816,219,202201
6385,B817,0,202201
6386,B818,0,202201
6387,B819,54,202201
6388,B820,0,202201
6389,B821,0,202201
6390,B822,0,202201
6391,B823,58,202201
6392,B824,0,202201
6393,B825,346,202201
6394,B826,0,202201
6395,B827,0,202201
6396,B828,0,202201
6397,B829,0,202201
6398,B830,0,202201
6399,B831,0,202201
6400,B832,0,202201
6401,B833,47,202201
6402,B834,0,202201
6403,B835,181,202201
6404,B836,79,202201
6405,B837,0,202201
6406,B838,0,202201
6407,B844,0,202201
6408,B845,0,202201
6409,B846,0,202201
6410,B849,14,202201
6411,B850,0,202201
6412,B851,0,202201
6413,B918,230,202201
6414,B919,-4,202201
6415,B920,0,202201
6416,B924,10,202201
6417,B925,5,202201
6418,B928,0,202201
6419,B930,0,202201
6420,B931,0,202201
6421,B933,0,202201
6422,B934,0,202201
6423,B935,0,202201
6424,B936,0,202201
6425,B937,0,202201
6426,B938,194,202201
6427,B939,0,202201
6428,B940,0,202201
6429,B941,0,202201
6430,B942,0,202201
6431,B943,0,202201
6432,B944,0,202201
6433,B945,0,202201
6434,B946,199,202201
6435,B950,0,202201
6436,B952,759,202201
6437,B953,0,202201
6438,B954,615,202201
6439,B956,0,202201
6440,B957,300,202201
6441,B960,326,202201
6442,B961,89,202201
6443,B962,0,202201
6444,B963,266,202201
6445,B964,75,202201
6446,B965,112,202201
6447,B966,114,202201
6448,B967,135,202201
6449,B968,12,202201
6450,B969,1,202201
6451,B970,0,202201
6452,B971,32,202201
6453,B972,65,202201
6454,B973,52,202201
6455,B974,34,202201
6456,B975,536,202201
6457,B976,121,202201
6458,B977,0,202201
6459,B979,119,202201
6460,B980,15,202201
6461,B981,83,202201
6462,B982,153,202201
6463,B983,646,202201
6464,B984,52,202201
6465,B985,656,202201
6466,B986,1455,202201
6467,B987,136,202201
6468,B988,237,202201
6469,B989,258,202201
6470,B990,160,202201
6471,B992,0,202201
6472,B993,424,202201
6473,B994,324,202201
6474,B995,53,202201
6475,B996,75,202201
6476,B997,437,202201
6477,B998,708,202201
6478,B999,0,202201
6479,B1000,260,202201
6480,B1002,0,202201
6481,B1003,0,202201
6482,B1004,0,202201
6483,B1005,245,202201
6484,B1006,0,202201
6485,B1007,757,202201
6486,B1008,497,202201
6487,B1009,0,202201
6488,B1010,0,202201
6489,B1011,0,202201
6490,B1012,477,202201
6491,B1013,0,202201
6492,B1014,2110,202201
6493,B1015,0,202201
6494,B1016,650,202201
6495,B1017,828,202201
6496,B1018,1436,202201
6497,B1019,0,202201
6498,B1020,0,202201
6499,B1021,0,202201
6500,B1022,2426,202201
6501,B1023,0,202201
6502,B1024,0,202201
6503,B1025,0,202201
6504,B1026,0,202201
6505,B1027,0,202201
6506,B1028,0,202201
6507,B1029,0,202201
6508,B1030,0,202201
6509,B1031,0,202201
6510,B1032,0,202201
6511,B1033,1387,202201
6512,B1034,0,202201
6513,B1035,0,202201
6514,B1036,0,202201
6515,B1037,0,202201
6516,B1038,0,202201
6517,B1039,0,202201
6518,B1040,0,202201
6519,B1041,0,202201
6520,B1042,0,202201
6521,B1043,0,202201
6522,B1044,0,202201
6523,B1045,0,202201
6524,B1046,0,202201
6525,B1047,0,202201
6526,B1048,0,202201
6527,B1049,0,202201
6528,B1050,0,202201
6529,B1051,0,202201
6530,B1052,0,202201
6531,B1053,0,202201
6532,B1054,0,202201
6533,B1055,0,202201
6534,B1056,0,202201
6535,B3,0,202202
6536,B4,24,202202
6537,B5,0,202202
6538,B6,0,202202
6539,B7,32,202202
6540,B8,4,202202
6541,B9,18,202202
6542,B10,0,202202
6543,B11,0,202202
6544,B12,0,202202
6545,B13,0,202202
6546,B14,0,202202
6547,B15,0,202202
6548,B16,0,202202
6549,B17,225,202202
6550,B18,0,202202
6551,B19,81,202202
6552,B20,2,202202
6553,B25,2,202202
6554,B27,8,202202
6555,B30,28,202202
6556,B54,12,202202
6557,B60,67,202202
6558,B63,112,202202
6559,B64,51,202202
6560,B65,8,202202
6561,B66,11,202202
6562,B67,301,202202
6563,B69,21,202202
6564,B70,30,202202
6565,B71,3,202202
6566,B72,10,202202
6567,B73,221,202202
6568,B74,13,202202
6569,B75,10,202202
6570,B76,91,202202
6571,B77,80,202202
6572,B78,0,202202
6573,B81,0,202202
6574,B83,3,202202
6575,B85,159,202202
6576,B86,0,202202
6577,B88,0,202202
6578,B89,0,202202
6579,B90,3,202202
6580,B91,273,202202
6581,B92,263,202202
6582,B93,21,202202
6583,B94,56,202202
6584,B95,0,202202
6585,B96,0,202202
6586,B97,122,202202
6587,B98,966,202202
6588,B99,94,202202
6589,B100,0,202202
6590,B101,0,202202
6591,B102,0,202202
6592,B103,93,202202
6593,B104,0,202202
6594,B105,55,202202
6595,B106,40,202202
6596,B107,60,202202
6597,B108,0,202202
6598,B113,153,202202
6599,B114,163,202202
6600,B115,29,202202
6601,B116,102,202202
6602,B117,0,202202
6603,B118,127,202202
6604,B119,52,202202
6605,B120,15,202202
6606,B121,10,202202
6607,B122,18,202202
6608,B123,11,202202
6609,B124,18,202202
6610,B125,13,202202
6611,B126,13,202202
6612,B127,17,202202
6613,B128,31,202202
6614,B129,15,202202
6615,B130,16,202202
6616,B131,14,202202
6617,B132,15,202202
6618,B133,16,202202
6619,B134,8,202202
6620,B135,8,202202
6621,B136,120,202202
6622,B137,106,202202
6623,B138,0,202202
6624,B139,768,202202
6625,B140,263,202202
6626,B141,73,202202
6627,B142,162,202202
6628,B143,113,202202
6629,B146,0,202202
6630,B147,80,202202
6631,B152,387,202202
6632,B153,54,202202
6633,B154,207,202202
6634,B155,32,202202
6635,B156,1,202202
6636,B157,41,202202
6637,B158,243,202202
6638,B159,173,202202
6639,B160,46,202202
6640,B161,47,202202
6641,B162,27,202202
6642,B163,41,202202
6643,B164,37,202202
6644,B165,34,202202
6645,B166,22,202202
6646,B167,172,202202
6647,B168,44,202202
6648,B169,29,202202
6649,B170,19,202202
6650,B171,10,202202
6651,B172,30,202202
6652,B173,28,202202
6653,B174,12,202202
6654,B175,31,202202
6655,B176,0,202202
6656,B177,0,202202
6657,B178,17,202202
6658,B179,0,202202
6659,B180,247,202202
6660,B182,0,202202
6661,B185,42,202202
6662,B186,7,202202
6663,B188,71,202202
6664,B189,15,202202
6665,B190,29,202202
6666,B195,0,202202
6667,B198,17,202202
6668,B199,11,202202
6669,B208,561,202202
6670,B225,179,202202
6671,B254,53,202202
6672,B256,0,202202
6673,B266,48,202202
6674,B267,26,202202
6675,B275,115,202202
6676,B283,0,202202
6677,B288,61,202202
6678,B296,32,202202
6679,B388,16,202202
6680,B390,37,202202
6681,B432,0,202202
6682,B453,0,202202
6683,B462,86,202202
6684,B469,0,202202
6685,B471,149,202202
6686,B478,44,202202
6687,B479,61,202202
6688,B488,99,202202
6689,B490,0,202202
6690,B626,0,202202
6691,B627,7,202202
6692,B694,0,202202
6693,B716,77,202202
6694,B717,0,202202
6695,B725,363,202202
6696,B729,270,202202
6697,B739,16,202202
6698,B740,0,202202
6699,B741,0,202202
6700,B742,134,202202
6701,B743,8,202202
6702,B744,0,202202
6703,B745,112,202202
6704,B746,20,202202
6705,B749,0,202202
6706,B750,4,202202
6707,B752,1,202202
6708,B753,12,202202
6709,B765,194,202202
6710,B766,19,202202
6711,B777,132,202202
6712,B778,162,202202
6713,B779,684,202202
6714,B780,425,202202
6715,B781,0,202202
6716,B782,0,202202
6717,B783,0,202202
6718,B784,0,202202
6719,B785,241,202202
6720,B786,49,202202
6721,B787,31,202202
6722,B788,202,202202
6723,B789,77,202202
6724,B790,174,202202
6725,B791,51,202202
6726,B792,0,202202
6727,B793,0,202202
6728,B794,131,202202
6729,B795,100,202202
6730,B796,0,202202
6731,B797,0,202202
6732,B798,17,202202
6733,B799,0,202202
6734,B800,0,202202
6735,B801,0,202202
6736,B802,78,202202
6737,B806,9,202202
6738,B807,312,202202
6739,B808,0,202202
6740,B809,70,202202
6741,B810,30,202202
6742,B811,0,202202
6743,B812,33,202202
6744,B813,30,202202
6745,B814,151,202202
6746,B815,9,202202
6747,B816,124,202202
6748,B817,0,202202
6749,B818,0,202202
6750,B819,36,202202
6751,B820,0,202202
6752,B821,0,202202
6753,B822,0,202202
6754,B823,111,202202
6755,B824,0,202202
6756,B825,495,202202
6757,B826,0,202202
6758,B827,0,202202
6759,B828,0,202202
6760,B829,0,202202
6761,B830,0,202202
6762,B831,0,202202
6763,B832,0,202202
6764,B833,210,202202
6765,B834,0,202202
6766,B835,273,202202
6767,B836,135,202202
6768,B837,0,202202
6769,B838,0,202202
6770,B844,9,202202
6771,B845,30,202202
6772,B846,36,202202
6773,B849,6,202202
6774,B850,17,202202
6775,B851,0,202202
6776,B918,14,202202
6777,B919,-36,202202
6778,B920,-4,202202
6779,B924,-5,202202
6780,B925,0,202202
6781,B928,0,202202
6782,B930,0,202202
6783,B931,0,202202
6784,B933,0,202202
6785,B934,0,202202
6786,B935,0,202202
6787,B936,0,202202
6788,B937,0,202202
6789,B938,135,202202
6790,B939,0,202202
6791,B940,0,202202
6792,B941,0,202202
6793,B942,0,202202
6794,B943,0,202202
6795,B944,0,202202
6796,B945,0,202202
6797,B946,169,202202
6798,B950,0,202202
6799,B952,503,202202
6800,B953,0,202202
6801,B954,317,202202
6802,B956,0,202202
6803,B957,484,202202
6804,B960,323,202202
6805,B961,218,202202
6806,B962,0,202202
6807,B963,711,202202
6808,B964,110,202202
6809,B965,150,202202
6810,B966,59,202202
6811,B967,100,202202
6812,B968,17,202202
6813,B969,5,202202
6814,B970,24,202202
6815,B971,30,202202
6816,B972,26,202202
6817,B973,34,202202
6818,B974,63,202202
6819,B975,49,202202
6820,B976,81,202202
6821,B977,2421,202202
6822,B979,86,202202
6823,B980,526,202202
6824,B981,91,202202
6825,B982,61,202202
6826,B983,585,202202
6827,B984,118,202202
6828,B985,733,202202
6829,B986,1346,202202
6830,B987,114,202202
6831,B988,222,202202
6832,B989,909,202202
6833,B990,155,202202
6834,B992,0,202202
6835,B993,461,202202
6836,B994,270,202202
6837,B995,193,202202
6838,B996,203,202202
6839,B997,318,202202
6840,B998,513,202202
6841,B999,0,202202
6842,B1000,196,202202
6843,B1002,0,202202
6844,B1003,0,202202
6845,B1004,0,202202
6846,B1005,355,202202
6847,B1006,0,202202
6848,B1007,791,202202
6849,B1008,574,202202
6850,B1009,0,202202
6851,B1010,0,202202
6852,B1011,0,202202
6853,B1012,596,202202
6854,B1013,0,202202
6855,B1014,1839,202202
6856,B1015,0,202202
6857,B1016,681,202202
6858,B1017,1017,202202
6859,B1018,1281,202202
6860,B1019,0,202202
6861,B1020,0,202202
6862,B1021,0,202202
6863,B1022,2252,202202
6864,B1023,0,202202
6865,B1024,0,202202
6866,B1025,0,202202
6867,B1026,0,202202
6868,B1027,0,202202
6869,B1028,0,202202
6870,B1029,0,202202
6871,B1030,0,202202
6872,B1031,0,202202
6873,B1032,0,202202
6874,B1033,1189,202202
6875,B1034,0,202202
6876,B1035,0,202202
6877,B1036,0,202202
6878,B1037,0,202202
6879,B1038,0,202202
6880,B1039,0,202202
6881,B1040,0,202202
6882,B1041,0,202202
6883,B1042,0,202202
6884,B1043,0,202202
6885,B1044,0,202202
6886,B1045,0,202202
6887,B1046,0,202202
6888,B1047,0,202202
6889,B1048,0,202202
6890,B1049,0,202202
6891,B1050,0,202202
6892,B1051,0,202202
6893,B1052,0,202202
6894,B1053,0,202202
6895,B1054,0,202202
6896,B1055,0,202202
6897,B1056,0,202202
6898,B3,0,202203
6899,B4,3,202203
6900,B5,0,202203
6901,B6,0,202203
6902,B7,52,202203
6903,B8,9,202203
6904,B9,45,202203
6905,B10,0,202203
6906,B11,0,202203
6907,B12,0,202203
6908,B13,0,202203
6909,B14,0,202203
6910,B15,0,202203
6911,B16,0,202203
6912,B17,83,202203
6913,B18,0,202203
6914,B19,31,202203
6915,B20,13,202203
6916,B25,3,202203
6917,B27,4,202203
6918,B30,102,202203
6919,B54,45,202203
6920,B60,77,202203
6921,B63,209,202203
6922,B64,105,202203
6923,B65,7,202203
6924,B66,12,202203
6925,B67,319,202203
6926,B69,36,202203
6927,B70,67,202203
6928,B71,32,202203
6929,B72,21,202203
6930,B73,476,202203
6931,B74,7,202203
6932,B75,1,202203
6933,B76,117,202203
6934,B77,126,202203
6935,B78,12,202203
6936,B81,0,202203
6937,B83,14,202203
6938,B85,289,202203
6939,B86,0,202203
6940,B88,0,202203
6941,B89,0,202203
6942,B90,8,202203
6943,B91,414,202203
6944,B92,519,202203
6945,B93,49,202203
6946,B94,70,202203
6947,B95,0,202203
